Thu, 02 Jun 2022 13:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-02T14:00:00+01:00","venue":"Blacksmiths","event":{"type":"workshop","title":"Masterclass - Egg Spoon","speaker":"Blacksmiths","pronouns":null,"description":"Egg Spoon Masterclass\r\n\r\nSign up at https://www.eventbrite.co.uk/e/347210906167 - password EMFCAMP","link":"https://www.emfcamp.org/schedule/2022/477-masterclass-egg-spoon"}},{"start":"2022-06-02T14:00:00+01:00","venue":"Blacksmiths","event":{"type":"workshop","title":"Coppersmiths - Bowl making","speaker":"Coppersmiths","pronouns":null,"description":"Make a copper bowl\r\n\r\n16+ only\r\n\r\nMust book on https://www.eventbrite.co.uk/e/347925343067","link":"https://www.emfcamp.org/schedule/2022/509-coppersmiths-bowl-making"}}]
Fri, 03 Jun 2022 16:10:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T16:20:00+01:00","venue":"Stage A","event":{"type":"talk","title":"Open Garden, Mesh networks, and how it helped me protest safer","speaker":"Gustavo El Khoury Seoane","pronouns":"he, him","description":"Imagine this: you're a Venezuelan student activist, and you're protesting to get your university the budget it so desperately needs and the powers that be mercilessly cut away. But then, your government disrupts phone coverage in the area to discourage protestors and potentially cover human rights violations.\r\nScary, right? Hopefully you're not in this situation. But chances are your hacker brain would love to know how I used tech to react to this! In this talk, I'll cover how we stayed connected using Mesh Networking, phones' Wi-Fi chips, a couple of apps, a bit of fear, and a whole lot of determination!\r\n\r\nhttps://twitter.com/gustakasn0v","link":"https://www.emfcamp.org/schedule/2022/79-open-garden-mesh-networks-and-how-it-helped-me-protest-safer"}},{"start":"2022-06-03T16:20:00+01:00","venue":"Stage B","event":{"type":"talk","title":"An introduction to building your own digital audio effects","speaker":"Cutlasses (Scott Pitkethly)","pronouns":"He/him","description":"An introduction to getting started designing and building your own audio DSP processors for guitar pedals, eurorack modules and other similar style projects using modern microcontrollers. \r\n\r\nCovering the very basics of digital audio, microcontrollers, audio codecs and PCB design, this talk will give a whistle stop tour of the process involved in making digital effects processors from conception to building a prototype. This talk will be aimed at those with little experience, but an interest in combining electronics and programming to process live audio in hardware.\r\n\r\nI came from a programming background, and have no training in electronics. I want to show an audience what can be achieved with a little bit of knowledge and lots of enthusiasm. Encouraging borrowing from open source projects to identify common circuits and practises that can be stitched together to form a complete project.","link":"https://www.emfcamp.org/schedule/2022/40-an-introduction-to-building-your-own-digital-audio-effects"}},{"start":"2022-06-03T16:20:00+01:00","venue":"Stage C","event":{"type":"talk","title":"From Parsnips to Palm Trees: the Economics of Stardew Valley","speaker":"Hannah Cameron","pronouns":"Ms","description":"You're in the big city, working so hard that it's all you know, and when your grandpa leaves you his farm you quit that city life taking all your hard-earned life savings of 500 bucks (about 2 jars of mayonnaise) with you. How you afforded the bus there is questionable.\r\n\r\nYou start with a handful of seeds and that's 15 bucks profit margin each after the 4 days it takes you to grow them. Seems like a harsh transition, but after a couple of years your enterprising business could somehow be making you millions! No Silicon. Only Valley. \r\n\r\nI will try to answer the most important questions such as 'Why is the recipe for espresso worth more than diamonds?' and 'What happens if you apply the model to your real life?' This talk is a Universal Love for fans of the game. ","link":"https://www.emfcamp.org/schedule/2022/363-from-parsnips-to-palm-trees-the-economics-of-stardew-valley"}}]
Fri, 03 Jun 2022 16:20:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T16:30:00+01:00","venue":"Blacksmiths","event":{"type":"workshop","title":"Blacksmithing - Have a go","speaker":"Blacksmiths","pronouns":null,"description":"Have a go at blacksmithing\r\n\r\n16+, 13 -16 with a Parent/Guardian on same course, 11 – 13 with an instructor","link":"https://www.emfcamp.org/schedule/2022/485-blacksmithing-have-a-go"}}]
Fri, 03 Jun 2022 16:40:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T16:50:00+01:00","venue":"Stage A","event":{"type":"talk","title":"Building weird games controllers.","speaker":"ben Everard","pronouns":"he/hom","description":"Games controllers are boring. They have the same few buttons in the same place.\r\n\r\nIt doesn't have to be this way. In this talk, I'll go through how I've made controllers that are different and unique.\r\n\r\nThese controllers are quick and easy to make with a microcontroller and Circuit Python, and theycan use almost any input device, such as slider potentiometers, rotary encoders, IMUs and touch pads. We’ll look at what’s worked, what hasn’t and how to make your own games controller.","link":"https://www.emfcamp.org/schedule/2022/134-building-weird-games-controllers"}},{"start":"2022-06-03T16:50:00+01:00","venue":"Stage C","event":{"type":"talk","title":"Wearable live captions (making mask wearing more accessible for those who are hard of hearing)","speaker":"Jo Franchetti","pronouns":"She/her","description":"During the pandemic we've all been feeling pretty isolated, and we've all been doing our best and wearing masks. But what if everyone wearing masks cuts off your ability to converse? My lil mum relies on lip reading and clear sounds to understand what people are saying. But I, of course want her to stay safe. So the thought occurred. Can I make a live caption display fit into a mask so that she can read what I'm saying?\r\n\r\nThis talk will cover how to build a wearable LED display, how to build a web app which uses AI to convert speech to text and how to compress that text into a scrolling pixel font to send to the display.\r\n\r\nWe'll be using Node, JavaScript and some C, Azure Cognitive Services and MQTT.","link":"https://www.emfcamp.org/schedule/2022/260-wearable-live-captions-making-mask-wearing-more-accessible"}}]
Fri, 03 Jun 2022 16:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T17:00:00+01:00","venue":"Stage B","event":{"type":"talk","title":"Running around in circles and why it isn't as useless as you first expect.","speaker":"James Arthur","pronouns":"they/them","description":"I run Parkrun (some weeks), and am trying to run the alphabet. While running one week I realised that every parkrun course is the same. They are all basically one of a few mathematical objects, the integers or some pair, tuple or quadruple of integers. We will ask and see why?\r\n\r\nIn this talk I will explore the broad and interesting idea of Topology and present them to a general audience through comedy and one of my other main passions, parkrun. I will use homotopy and related ideas to show how everyday objects and familiar activities are the same to mathematicians and explain why, think coffee cup and donut.","link":"https://www.emfcamp.org/schedule/2022/124-running-around-in-circles"}},{"start":"2022-06-03T17:00:00+01:00","venue":"Workshop 2","event":{"type":"workshop","title":"Introduction to Designing for the Laser Cutter","speaker":"Lydia Monnington","pronouns":"she/her","description":"Learn the basics of how to design for the laser cutter. \r\n\r\nDeciding on engraving vs cutting. Considerations when creating 3D objects. \r\n\r\nDuring the workshop you will create a design to engrave your name, engrave a picture and learn how to create basic boxes.\r\n\r\nLearn a few tips and tricks that you can think about for future projects: where to download laser designs you can use, converting to vectors for cutting, cuts to allow you to curve wood, locking mechanisms. ","link":"https://www.emfcamp.org/schedule/2022/95-introduction-to-designing-for-the-laser-cutter"}},{"start":"2022-06-03T17:00:00+01:00","venue":"Workshop 3","event":{"type":"workshop","title":"Hebocon robot building workshop","speaker":"Tamar Willson","pronouns":"","description":"Do you have a lack of technical skill?  Or perhaps you worry about failure? Maybe you’ve got some strange bits of junk that ‘might be useful for something’ but you don’t know what. If any of these are true, (or if you just want to build a robot), come and join us and construct a terrible fighting robot for the Hebocon tournament.\r\n\r\nHebocon is Robot Wars for those who are not technically gifted. The most successful robots are those which are truly ‘heboi’: pathetic, and constructed without the technology or skill that you’d usually expect.  Bad ideas and poor construction are the mark of success here, so you can create something free from the weight of any expectations.\r\n\r\nWe'll have some boxes of junk to rummage through for parts, but attendees are encouraged to bring their own materials too, the weirder the better*!\r\n\r\nThe actual hebocon tournament will be outside the bar on Saturday night at 6pm: https://www.emfcamp.org/schedule/2022/351-hebocon-terrible-robot-fighting-tournament\r\n\r\n*nothing actually dangerous please","link":"https://www.emfcamp.org/schedule/2022/354-hebocon-robot-building-workshop"}},{"start":"2022-06-03T17:00:00+01:00","venue":"Workshop 5","event":{"type":"workshop","title":"Maths Face Painting","speaker":"The Maths Village","pronouns":null,"description":"Come to the Maths Village / Workshop 5 tent to get some maths painted on your face.","link":"https://www.emfcamp.org/schedule/2022/468-maths-face-painting"}}]
Fri, 03 Jun 2022 17:20:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T17:30:00+01:00","venue":"Stage A","event":{"type":"talk","title":"Emotions, what's up with those?","speaker":"David MacIver","pronouns":"He/Him","description":"About four years ago I realised I was miserable and that I should probably do something about that, so I did what any self-respecting nerd would do and read a tonne of books to figure out how emotions worked (I did also go to therapy, but the books were more useful). Life isn't perfect now, but it's a lot better despite the ongoing war and pandemic.\r\n\r\nI'm going to give you an overview of some of the things I've learned. It will be a mix of theory (what even are emotions?) and practical advice for understanding and engaging with your emotions better, with a pointer towards further reading  that will help you act on this advice better.","link":"https://www.emfcamp.org/schedule/2022/160-emotions-whats-up-with-those"}},{"start":"2022-06-03T17:30:00+01:00","venue":"Workshop 5","event":{"type":"workshop","title":"James Arthur Q&A","speaker":"James Arthur","pronouns":null,"description":"Following James Arthurs's talk on Stage B, we will be hosting a Q&A session in the Maths Village / Workshop 5 tent.","link":"https://www.emfcamp.org/schedule/2022/469-james-arthur-q-a"}}]
Fri, 03 Jun 2022 17:30:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T17:40:00+01:00","venue":"Stage B","event":{"type":"talk","title":"An Evil Maid's Dream: Windows Boot Security was Broken Anyway","speaker":"Zammis Clark","pronouns":"he/him","description":"A deep dive into the Windows boot process, its security mechanisms, and the security issues that have been found within the last 10 years, culminating in a single bug (found in August 2021, fixed in January 2022) that can bypass all such security mechanisms.","link":"https://www.emfcamp.org/schedule/2022/16-an-evil-maids-dream-windows-boot-security-was-broken-anyway"}},{"start":"2022-06-03T17:40:00+01:00","venue":"Stage C","event":{"type":"talk","title":"Sense without sight: blind navigation for sighted people","speaker":"Sai","pronouns":"they","description":"Learn to sense the world without your eyes — hear walls and corridors, sense doorways and ceilings with your hair, feel nearby walls and people on your skin. (Yes, literally.) As a blind person, I do this every day; this is your opportunity to learn how to use sensory input that you already have, but you simply don’t realize or pay attention to.\r\n\r\nThis is specifically focused on blind navigation and sensory experience. I'll also (briefly) cover how and how not to interact with a blind person on the street, cognitive shifts from perceiving the world as a blind person, real vs myth difficulties, etc., but not blindness 101, braille, computers, general life skills, medical/legal issues, or the like.\r\n\r\nCome in person. This isn't just a talk; in the live audience, you'll directly experience how to use senses you don't know you have, with participatory demonstrations tailored to the physical environment of EMF Camp, based on the skills and stimuli relied on every day by blind people like me. Practice during camp, and you'll sense more — permanently.\r\n\r\nYou'll have a better experience if you wear short sleeves, have your hair uncovered, and come together with someone with whom you're comfortable exchanging brief touch on the cheek, neck, or arm.\r\n\r\nI will be completely blindfolded for the entire talk. I won't see you nod, shake your head, wave, or the like. Although I might be able to detect that if we're talking one-on-one, I can't do so when you're in a crowd or at stage distance. I still rely on live audience feedback, so please respond audibly, e.g. with words or clapping.\r\n\r\nPer EMF request, there's no Q&A during talk. Just follow me outside afterwards if you have questions or comments, or join one of the workshops.\r\n\r\n\r\n# Workshops\r\n\r\nI'll run hands-on workshops each day. By going for a walk with me around the camp — blindfolded, using one of my guide canes — you'll gain qualitative experience you can't get anywhere else. \r\n\r\nSignup is now open: https://s.ai/emf/ws\r\n\r\n# Volunteers needed\r\n\r\nI'll need assistants during the talk (on and off stage). No experience necessary — but brief training beforehand is, preferably Thursday (day 0) evening. Especially helpful if you have experience in aikido or similar martial arts, and are willing to be my on-stage uke during the talk.\r\n\r\nDetails: https://s.ai/emf#volunteer","link":"https://www.emfcamp.org/schedule/2022/8-sense-without-sight-blind-navigation-for-sighted-people"}}]
Fri, 03 Jun 2022 17:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T18:00:00+01:00","venue":"Workshop 3","event":{"type":"workshop","title":"Metal Synth - Build/Solder your own Metal Percussion Synthesizer","speaker":"Darren Blaxcell - rakits.co.uk ","pronouns":"","description":"Participants can build a Metal Synth Kit, learn to solder and become familiar with circuit boards and components along the way.\r\n\r\nThe Rakit Metal Synth has a Polivok’s inspired filter at its core. It uses this, along with a punchy AD envelope to produce a variety of percussive sounds from shaped noise. The filter is switchable between band pass and low pass modes and a resonance control featuring self oscillation at high resonance settings.\r\n\r\nPlease bring a smartphone to browse the instructions or any of your own equipment.\r\n\r\nTwo experienced engineers will be on hand to steer people in the right direction and offer a helping hand. Please, ask us questions!","link":"https://www.emfcamp.org/schedule/2022/132-metal-synth"}},{"start":"2022-06-03T18:00:00+01:00","venue":"Youth Workshop","event":{"type":"youth_workshop","title":"Family pizza evening","speaker":"Andrew Mulholland","pronouns":"","description":"Join us at the youth tent for a drop in pizza making workshop for families, with all dough and ingredients provided. Learn how to hand stretch the pizza dough, then top it with your favourite toppings.\r\nFinally, launch it into one of the wood fired pizza ovens for a piping hot pizza in under 2 mins.\r\nSuitable for kids aged 6 and up (with some parental help).\r\nNote this activity is only open to families and kids.","link":"https://www.emfcamp.org/schedule/2022/266-family-pizza-evening"}},{"start":"2022-06-03T18:00:00+01:00","venue":"Blacksmiths","event":{"type":"workshop","title":"Blacksmithing - Have a go","speaker":"Blacksmiths","pronouns":null,"description":"Have a go at blacksmithing\r\n\r\n16+, 13 -16 with a Parent/Guardian on same course, 11 – 13 with an instructor","link":"https://www.emfcamp.org/schedule/2022/486-blacksmithing-have-a-go"}}]
Fri, 03 Jun 2022 18:00:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T18:10:00+01:00","venue":"Stage A","event":{"type":"talk","title":"Soft Electronics","speaker":"Helen Leigh","pronouns":"she/her","description":"This talk explores the softer side of electronics, from electronic embroidery and e-textiles to soft robotics and flexible PCB design. We will take a look at some of the exciting technologies in this field, including industrial machines that embroider traces to microcontrollers, open source soft robotics, 'pick and place' sewable LEDs, e-textiles in space, fabric speakers and the world of flexible and stretchable PCB design. I will also share examples of how engineers, scientists and artists are using these soft electronics technologies in their work.\r\n\r\nAs well as this higher level overview, we will take a look at a number of accessible DIY projects, along with practical tips on materials and techniques, and suggestions for further learning. I will also talk about softness in electronics in a non-literal sense, looking at some cool projects from the community that link emotions, vulnerability and physical computing.  ","link":"https://www.emfcamp.org/schedule/2022/140-soft-electronics"}}]
Fri, 03 Jun 2022 18:20:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T18:30:00+01:00","venue":"Stage B","event":{"type":"talk","title":"Captain Proton's Ukulele for Dummies","speaker":"Peter Thorley","pronouns":"he/his","description":"A short talk on how to build, play and perform with a ukulele illustrated with geeky songs based on my love of physics and electronics. Advice for joining bands and getting free beer at a pub open mic night for the musically inept. I'll bring along my homemade electro uke made out of oak, enamel paint, and bruised thumbs.\r\nAlthough the talk will be brief, I can stay around afterwards to discuss cutting frets, changing strings, stage fright and how to stop your fingers from freezing when playing outdoors in December.","link":"https://www.emfcamp.org/schedule/2022/229-captain-protons-ukulele-for-dummies"}},{"start":"2022-06-03T18:30:00+01:00","venue":"Stage C","event":{"type":"talk","title":"Receiving amateur radio satellite beacons","speaker":"Damian Bevan","pronouns":null,"description":"Low Earth Orbit (LEO) satellites are commonplace in day-to-day commercial applications such as fixed and mobile broadband provision, navigation, earth sensing etc. \r\n\r\nIn this talk we learn more about LEO satellites and how to listen to 'CW' (Morse code) beacon signals in the ‘two metre’ VHF Amateur Radio ‘Ham’ band, even for those equipped with nothing more than an internet-connected personal computer. \r\n\r\nAlong the way we mention some of the key physics-based aspects (orbits, azimuth and elevation, Doppler shift, etc.) and cover themes such as: a) Web-based satellite tracking software, b) Some candidate satellites to track, c) Signal receiving equipment, starting with purely web-software-based receivers, d) Antenna issues, e) Decoding the CW received signal, and finally f) Taking things further with more advanced topics.","link":"https://www.emfcamp.org/schedule/2022/103-receiving-amateur-radio-satellite-beacons"}},{"start":"2022-06-03T18:30:00+01:00","venue":"Blacksmiths","event":{"type":"workshop","title":"Blacksmithing - Have a go","speaker":"Blacksmiths","pronouns":null,"description":"Have a go at blacksmithing\r\n\r\n16+, 13 -16 with a Parent/Guardian on same course, 11 – 13 with an instructor","link":"https://www.emfcamp.org/schedule/2022/487-blacksmithing-have-a-go"}}]
Fri, 03 Jun 2022 18:40:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T18:50:00+01:00","venue":"Stage A","event":{"type":"talk","title":"Ship vs Oil Rig","speaker":"Nigel Worsley","pronouns":"","description":"When a 3,500 ton ship tries to be in the same place as an oil rig then it is safe to say that someone is going to have a bad day. Nobody was injured and no oil was spilled, so it didn't make the news and was just an insurance job - a very BIG insurance job. This talk explains the many mistakes that led to the accident occurring, and how much worse the outcome could have been. It is presented by an insider, but only uses information in the accident report and other public sources for legal reasons :)","link":"https://www.emfcamp.org/schedule/2022/164-ship-vs-oil-rig"}}]
Fri, 03 Jun 2022 18:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T19:00:00+01:00","venue":"Workshop 5","event":{"type":"workshop","title":"MathsJam","speaker":"The Maths Village","pronouns":null,"description":"On Friday evening, we'll be converting the Maths Village / Workshop 5 tent into a temporary pub, in order to host a MathsJam: an opportunity for like-minded self-confessed maths enthusiasts to get together in a pub and share stuff they like - puzzles, games, problems, or just anything they think is cool or interesting. We'll provide some stuff to play with, but you're welcome to bring along your own puzzles, discussion topics or crafts. And beer.","link":"https://www.emfcamp.org/schedule/2022/467-mathsjam"}}]
Fri, 03 Jun 2022 19:20:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T19:30:00+01:00","venue":"Stage A","event":{"type":"talk","title":"Not another sex robot talk!","speaker":"Kate Devlin","pronouns":"she/her","description":"Back at Electromagnetic Field 2016, I talked about something that was starting to get wider media attention: an  up-close-and-personal glimpse of the future involving sex, tech, AI and robots. I then returned in 2018 to debunk the headline myths and update on what was actually happening on the tech side. \r\n\r\nNow it's 2022 and it's been one heck of a ride. That original talk launched two sex tech hackathons, saw the UK host a conference, produced a book, and – nicest of all – contributed to the growth of a global community researching these things. There’s a few new things happening in the arena — but also very little progress on the hardware front. Why is that? What’s the actual  likelihood of domestic bliss with a hot machine (other than your toaster) by 2050? This is third talk in the trilogy!","link":"https://www.emfcamp.org/schedule/2022/244-not-another-sex-robot-talk"}},{"start":"2022-06-03T19:30:00+01:00","venue":"Stage C","event":{"type":"performance","title":"[Film] General Magic","speaker":"PJ Evans","pronouns":"he/him","description":"Friday 19:30 - 1h 33m - 12A\r\n\r\nSpecial Event: Directors Sarah Kerruish & Matt Maude will join us online to introduce the film and answer your questions after the screening.\r\n\r\nHow do you think that smartphone got in your pocket? If you follow the history, who had the vision and determination to create the future? Many would think Apple, but it was actually an Apple offshoot, General Magic that laid the foundations for the always-on world we live in today. This documentary tells the story of a gang of dedicated geeks who set out to create the future and their fate at the hands of Apple and others. You’ll see some familiar faces and a glimpse into how the future was shaped.","link":"https://www.emfcamp.org/schedule/2022/382-film-general-magic"}}]
Fri, 03 Jun 2022 19:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T20:00:00+01:00","venue":"Stage B","event":{"type":"performance","title":"[Music] The Memepunks","speaker":"The Memepunks","pronouns":"","description":"A live mashup covers band with a lively stage presence and impressive catalogue of original arrangements. Played in realtime, we use a number of custom electronic devices to achieve the sounds of popular anthems from the '80s, 90s and beyond on a fusion of classical strings with electronic keyboards and drums integrated into our unique show.\r\nWeb http://www.memepunks.co.uk\r\nVideo:  https://www.youtube.com/watch?v=W_bpXzXoMwU  \r\nAdditional videos : https://www.youtube.com/channel/UCWWwFiPBnXUHe3GE2r34CGw","link":"https://www.emfcamp.org/schedule/2022/34-music-the-memepunks"}},{"start":"2022-06-03T20:00:00+01:00","venue":"Workshop 3","event":{"type":"workshop","title":"Build your own Geiger Counter","speaker":"Yannick","pronouns":"","description":"Ionizing radiation, resulting from nuclear reactions or radioactive decay, is invisible to the human eye yet it is all around us. Whether it's coming from space, from radioactive elements in the Earth, or from human activity, ionizing radiation is passing through us everywhere we go, anywhere on the planet. Radioactive decay producing alpha, beta, or gamma radiation is happening all the time, and curiously, some objects in daily life are noticeably more radioactive than others! Welding rods, camping gas mantles, smoke detectors, granite table tops and even bananas, they all produce radiation of different types and different energies.\r\n\r\nOne instrument to detect ionizing radiation is a Geiger-Müller tube, a simple gas filled tube. When exposed to high energy radiation, the inert gas inside is ionized and able to transport electrical charges. These charges can be detected using an electronic circuit, and visualised or sent to a speaker to produce the typical ticking sound often associated with radioactivity in popular culture.\r\n\r\nIn this workshop, attendees learn about the different types of ionizing radiation, and proceed to build their own Geiger counter based on an authentic 1970s Soviet Geiger-Müller tube. Because let's be honest: everyone loves a bit of Soviet nostalgia! This requires basic soldering and electronics skills. Once built, attendees calibrate their instrument and test it with different radiation sources. Attendees can choose to take their Geiger counter home after the workshop.","link":"https://www.emfcamp.org/schedule/2022/35-build-your-own-geiger-counter"}},{"start":"2022-06-03T20:00:00+01:00","venue":"The Bomb","event":{"type":"workshop","title":"The Bomb Defusal - Escape Game","speaker":"-","pronouns":null,"description":"A terrorist organization has planted a bomb in the null-sector, which will detonate soon. Can you team-up and help us defuse the bomb together to save the camp?\r\n\r\nStart the game with the correct color sequence and finish all the puzzles within the 60 minute countdown to defuse the bomb before it detonates.\r\n\r\n2-6 players recommended\r\n60 - 90 minutes playtime\r\n","link":"https://www.emfcamp.org/schedule/2022/516-the-bomb-defusal-escape-game"}}]
Fri, 03 Jun 2022 20:00:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T20:10:00+01:00","venue":"Stage A","event":{"type":"performance","title":"Shader Showdown and Byte Battle","speaker":"Reality  Crossley","pronouns":"","description":"A competitive coding performance where 2 coders will compete each other to create visuals set to fun demoscene music.  They will compete in 2 formats:\r\n\r\nShader Showdown: Competitors use graphics shaders to produced procedurally generated images including ray marches and other popular modern graphics techniques\r\n\r\nByte Battle: Participants will use the TIC-80 machine language to control every pixel on the screen individually.  All modern helpers are turned off in this bear metal contest\r\n\r\nBoth battles will be over 25 minutes with the winner being selected by the audience at the end. ","link":"https://www.emfcamp.org/schedule/2022/98-shader-showdown-and-byte-battle"}}]
Fri, 03 Jun 2022 20:20:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T20:30:00+01:00","venue":"Youth Workshop","event":{"type":"youth_workshop","title":"Painting with light - Build and paint with your own \"Glowie\"","speaker":"Andrew Mulholland","pronouns":"","description":"In this evening activity, we will get hands on drawing with light!\r\n\r\nFirst, we will build our very own \"glowie\" torch (coincell + LED + tape) to keep, explore the brightness of different colours of LEDs and each attendee will get to pick which colour they want to use for the second stage.\r\n\r\nIn the second stage of the activity, we will head outside into the dark (or twilight) and take some long exposure light painting photographs. Common things drawn in the past include initials, basic shapes or just simple lines.\r\n\r\nPrevious photographs - https://twitter.com/gbaman1/status/1036711495189585920","link":"https://www.emfcamp.org/schedule/2022/268-painting-with-light-build-and-paint-with-your-own-glowie"}}]
Fri, 03 Jun 2022 20:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T21:00:00+01:00","venue":"Stage B","event":{"type":"performance","title":"[Music] Look Mum No Computer","speaker":"Sam Battle","pronouns":"","description":"Look Mum No Computer is a live electronic artist who takes his home made machines on the road to play loud music. Usually found in his studio cooking up a new instrument and writing new songs, he avoids computers like the plague (unless he’s got to send an email). \r\n\r\nHe’s a multi disciplinary artist with exhibitions of his work under his belt as well as many live shows; from squat raves in Berlin to Warehouse setups in London.\r\n\r\nYou might have seen some of his inventions floating around the internet, from organs made from 80's Furby toys, Bikes that have Synthesisers and drum machines built into them to 5000 Volt Jacobs ladder and Tesla coil Drum machines, all the way over to Flamethrower organs. Look Mum No Computer is a unique musician with a set of instruments that set him apart from his contemporaries.","link":"https://www.emfcamp.org/schedule/2022/438-music-look-mum-no-computer"}},{"start":"2022-06-03T21:00:00+01:00","venue":"Workshop 1","event":{"type":"workshop","title":"Barbot","speaker":"Nottinghack Village","pronouns":"","description":"Barbot is a robotic bartender that makes cocktails, both alcoholic and non-alcoholic. Donations will be taken for the project, but the drinks are free!","link":"https://www.emfcamp.org/schedule/2022/411-barbot"}}]
Fri, 03 Jun 2022 21:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T22:00:00+01:00","venue":"Workshop 3","event":{"type":"workshop","title":"LED Strips Everywhere for Everyone!","speaker":"Mitch Altman","pronouns":"he/him","description":"Learn how to program LED strips.\r\nIt's super easy and fun to make your life trippy.\r\nFor total beginners.\r\n\r\nAbstract\r\n\r\nLearn how to light up LED strips with a cheap Arduino, and make your life trippy.\r\nFor total beginners -- no knowledge needed at all.\r\n\r\nFull Description\r\n\r\nLED strips have become really inexpensive. Lots of people have created inexpensive methods of controlling their color and brightness. This workshop shows one way to control LED strips, and to make them do what you want. We will use a very inexpensive Arduino clone. I'll show you everything you need to know to use existing programs -- as-is, or to hack on -- to control the colors in your world with LED strips.\r\n\r\nWorkshop Itinerary\r\n\r\n* Intro to Red-Green-Blue (RGB) LEDs\r\n* Brief intro to Arduino\r\n* How to use an Arduino to control an LED strip\r\n* Some demos of programs you can download\r\n\r\nAttendees take the kit home at the end of the workshop.\r\n","link":"https://www.emfcamp.org/schedule/2022/92-led-strips-everywhere-for-everyone"}}]
Fri, 03 Jun 2022 22:05:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T22:15:00+01:00","venue":"Stage B","event":{"type":"performance","title":"[Music] Palindrones","speaker":"Palindrones","pronouns":"","description":"A multi-instrumental duo based in South East London who write expansive musical landscapes, mixing pounding, uplifting beats and blistering synth drones, with a lush ambience and a dusting of haunting, dreamy vocals. We both play synths and percussion with one female vocalist.\r\nThis is music you can dance to!","link":"https://www.emfcamp.org/schedule/2022/228-music-palindrones"}}]
Fri, 03 Jun 2022 22:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T23:00:00+01:00","venue":"Stage C","event":{"type":"performance","title":"[Film] Hackers","speaker":"PJ Evans","pronouns":"","description":"Friday 23:00 - 1h 45m - 12\r\n\r\nGeek classic Hackers returns after four years. Legendary hacker Zero Cool and his friends have been framed by The Plague, who has unleashed a computer virus that could cause an environmental disaster. Pursued by the Secret Service, the gang try to gather the evidence to take The Plague down and stop the virus from unleashing havoc. A bumper-fest of hacking, car chases and double-crossing that has become lore in geek culture. Endlessly quotable and a highlight of EMF 2018.","link":"https://www.emfcamp.org/schedule/2022/383-film-hackers"}}]
Fri, 03 Jun 2022 23:05:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-03T23:15:00+01:00","venue":"Stage B","event":{"type":"performance","title":"[Music] Vieon","speaker":"Vieon","pronouns":"","description":"Vieon is the electronic musical project of Matt Wild, based in Coventry, UK. Expanding to a live four-piece including VJ Adrian Thompson, sound engineer Stephen Dorphin and keyboardist Ricardo Autobahn (of Cuban Boys and Eurovision fame), our sound is inspired by 70s and 80s electronic film soundtracks and lush synthpop filtered through a long-time appreciation for post-rock and IDM.","link":"https://www.emfcamp.org/schedule/2022/10-music-vieon"}}]
Fri, 03 Jun 2022 23:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T00:00:00+01:00","venue":"Workshop 4","event":{"type":"workshop","title":"Rave O'Clock","speaker":"FieldFX","pronouns":"","description":"Rave O'Clock","link":"https://www.emfcamp.org/schedule/2022/429-rave-oclock"}}]
Sat, 04 Jun 2022 00:05:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T00:15:00+01:00","venue":"Stage B","event":{"type":"performance","title":"[Music] Polyop: An Audio-Visual Voyage","speaker":"Polyop","pronouns":"","description":"Continuing in the tradition of sonic-fiction, POLYOP fuse live electronic music performance with sci-fi mythologies to create an immersive audio-visual voyage. Follow the omnipotent Creator on his pilgrimage through distant reaches of an alternate polyhedral universe, occupied by psychedelic soundscapes, rhythmical acid entities and uncharted electro artefacts.\r\n\r\nPOLYOP have developed their live show alongside their own open-source visual performance engine 'Hedron'. Their sound fuses the DNA of funk, and electro with techno and modern sound design; whilst the visuals combine sci-fi aesthetics with polyhedral graphics popularised by early 3D graphics engines.\r\n\r\nVids & Projects:\r\nhttp://polyop.uk/","link":"https://www.emfcamp.org/schedule/2022/439-music-polyop-an-audio-visual-voyage"}}]
